Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmpYes,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal
"? 54,348.00",Yes,Yes,51,? 70.00,? 0.00,? 16.00,? 0.00,? 0.00,? 4.00,2,2,0,4,6,No,No,No,No,No,No,No,67,2180,No,Yes,No,No,No,No,No,No,Yes,No,? 86.00
"? 77,376.00",Yes,Yes,72,? 492.00,? 19.00,? 110.00,? 16.00,? 12.00,? 12.00,4,6,3,10,4,No,No,No,No,No,No,No,64,2209,No,No,No,Yes,No,No,No,No,No,Yes,? 649.00
"? 62,998.00",No,Yes,10,? 120.00,? 58.00,? 73.00,? 65.00,? 89.00,? 58.00,5,5,4,5,5,No,No,No,No,No,No,No,68,2431,No,Yes,No,No,No,No,No,Yes,No,No,? 405.00
"? 61,331.00",Yes,Yes,42,? 534.00,? 5.00,? 47.00,? 0.00,? 5.00,? 41.00,5,11,1,6,8,No,No,No,No,No,No,No,62,2635,No,No,Yes,No,No,No,No,No,Yes,No,? 591.00
"? 73,448.00",No,No,10,? 236.00,? 106.00,? 189.00,? 23.00,? 41.00,? 130.00,1,7,2,9,4,No,No,No,No,No,No,No,51,2298,No,Yes,No,No,No,No,No,Yes,No,No,? 595.00
"? 41,551.00",Yes,Yes,51,? 220.00,? 0.00,? 33.00,? 3.00,? 0.00,? 23.00,5,5,1,5,8,No,No,No,No,No,No,No,56,2478,No,Yes,No,No,No,No,No,No,No,Yes,? 256.00
"? 62,981.00",No,No,21,? 796.00,? 14.00,? 590.00,? 38.00,? 44.00,? 0.00,1,4,5,13,3,No,Yes,No,No,No,No,No,53,2628,No,No,No,Yes,No,No,No,No,No,Yes,"? 1,482.00"
"? 9,548.00",Yes,No,31,? 0.00,? 1.00,? 3.00,? 10.00,? 6.00,? 9.00,2,1,0,3,8,No,No,No,No,No,No,No,44,2849,Yes,No,No,No,No,No,Yes,No,No,No,? 20.00
"? 33,762.00",Yes,Yes,61,? 53.00,? 1.00,? 34.00,? 2.00,? 0.00,? 16.00,3,2,2,2,8,No,No,No,No,No,No,No,61,2516,No,Yes,No,No,No,No,No,No,No,Yes,? 90.00
"? 35,860.00",Yes,Yes,37,? 15.00,? 0.00,? 8.00,? 4.00,? 2.00,? 20.00,2,1,1,2,5,Yes,No,No,No,No,No,Yes,47,2200,No,No,Yes,No,No,No,No,No,No,Yes,? 29.00
"? 36,921.00",Yes,Yes,74,? 17.00,? 1.00,? 12.00,? 3.00,? 1.00,? 4.00,2,2,0,3,7,No,No,No,No,No,No,No,55,2495,Yes,No,No,No,No,No,No,No,No,Yes,? 34.00
"? 92,859.00",No,No,46,? 962.00,? 61.00,? 921.00,? 52.00,? 61.00,? 20.00,1,5,4,12,2,No,No,No,No,No,No,No,28,2777,No,No,Yes,No,No,No,No,No,Yes,No,"? 2,057.00"
"? 65,104.00",No,Yes,4,? 738.00,? 0.00,? 232.00,? 13.00,? 20.00,? 50.00,2,3,5,7,7,No,No,No,No,No,No,Yes,44,2386,No,No,No,Yes,No,No,No,No,Yes,No,"? 1,003.00"
"? 86,111.00",No,No,73,? 399.00,? 28.00,? 756.00,? 36.00,? 40.00,? 126.00,1,5,7,10,2,No,No,No,No,No,No,No,58,2595,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,259.00"
"? 68,352.00",No,Yes,47,? 614.00,? 16.00,? 132.00,? 43.00,? 33.00,? 33.00,3,8,5,9,6,No,No,No,No,No,No,No,46,2464,No,No,Yes,No,No,No,No,No,No,Yes,? 838.00
"? 41,883.00",Yes,No,13,? 32.00,? 34.00,? 41.00,? 73.00,? 16.00,? 116.00,3,4,2,3,7,No,No,No,No,No,No,No,32,2626,No,No,No,Yes,No,No,No,Yes,No,No,? 196.00
"? 59,809.00",No,Yes,36,? 598.00,? 16.00,? 141.00,? 32.00,? 41.00,? 49.00,3,3,3,6,8,No,No,No,No,No,No,No,44,2778,No,Yes,No,No,No,No,No,Yes,No,No,? 828.00
"? 23,957.00",Yes,No,47,? 2.00,? 1.00,? 18.00,? 20.00,? 11.00,? 16.00,1,2,0,3,6,No,No,No,No,No,No,Yes,45,2768,No,Yes,No,No,No,No,No,Yes,No,No,? 52.00
"? 38,547.00",Yes,No,49,? 6.00,? 1.00,? 10.00,? 0.00,? 1.00,? 4.00,1,1,0,2,8,No,No,No,No,No,Yes,No,39,2464,No,No,No,Yes,No,No,No,Yes,No,No,? 18.00
"? 35,688.00",Yes,Yes,94,? 73.00,? 3.00,? 90.00,? 12.00,? 1.00,? 32.00,7,4,1,4,8,No,No,No,No,No,No,No,47,2835,No,Yes,No,No,No,Yes,No,No,No,No,? 179.00
"? 49,605.00",No,No,65,? 42.00,? 16.00,? 29.00,? 12.00,? 20.00,? 8.00,1,2,1,4,3,No,No,No,No,No,No,No,54,2167,No,Yes,No,No,No,No,No,No,Yes,No,? 119.00
"? 59,354.00",No,Yes,59,? 295.00,? 21.00,? 78.00,? 39.00,? 13.00,? 13.00,1,4,4,7,3,No,No,No,No,No,No,No,67,2225,No,Yes,No,No,No,No,No,No,Yes,No,? 446.00
"? 65,747.00",No,Yes,96,? 346.00,? 17.00,? 48.00,? 23.00,? 13.00,? 13.00,4,8,1,6,6,No,Yes,No,No,No,No,No,51,2273,No,Yes,No,No,No,No,No,Yes,No,No,? 447.00
"? 46,344.00",No,Yes,28,? 233.00,? 20.00,? 57.00,? 8.00,? 20.00,? 91.00,4,7,1,5,7,No,No,No,No,No,No,No,48,2721,No,No,No,Yes,No,Yes,No,No,No,No,? 338.00
"? 34,176.00",Yes,No,12,? 5.00,? 7.00,? 24.00,? 19.00,? 14.00,? 20.00,4,3,0,4,6,No,No,No,No,No,No,No,32,2207,No,No,Yes,No,No,No,No,Yes,No,No,? 69.00
"? 61,010.00",No,Yes,57,? 888.00,? 0.00,? 57.00,? 0.00,? 0.00,? 76.00,2,8,5,11,5,No,No,No,No,No,No,No,68,2787,No,No,No,Yes,No,No,No,No,No,Yes,? 945.00
"? 69,372.00",No,No,10,? 997.00,? 26.00,? 269.00,? 34.00,? 13.00,? 42.00,1,10,4,6,4,No,Yes,Yes,No,No,No,Yes,71,2654,No,No,No,Yes,No,No,No,Yes,No,No,"? 1,339.00"
"? 49,967.00",No,Yes,4,? 212.00,? 6.00,? 69.00,? 4.00,? 12.00,? 3.00,3,6,1,5,7,No,No,No,No,No,No,No,62,2515,No,No,Yes,No,No,No,No,Yes,No,No,? 303.00
"? 60,199.00",Yes,Yes,49,? 8.00,? 1.00,? 7.00,? 2.00,? 0.00,? 0.00,1,0,0,3,4,No,No,No,No,No,No,No,42,2449,No,No,Yes,No,No,No,No,Yes,No,No,? 18.00
"? 55,375.00",No,Yes,3,? 42.00,? 11.00,? 57.00,? 10.00,? 28.00,? 14.00,1,1,1,6,2,No,No,No,No,No,No,No,43,2414,No,No,No,Yes,No,No,No,Yes,No,No,? 148.00
"? 80,317.00",No,No,64,? 536.00,? 11.00,? 387.00,? 149.00,? 91.00,? 57.00,1,3,4,10,1,No,No,No,No,No,No,No,65,2472,No,No,Yes,No,No,No,No,Yes,No,No,"? 1,174.00"
"? 30,523.00",Yes,Yes,0,? 5.00,? 0.00,? 3.00,? 0.00,? 0.00,? 5.00,1,1,0,2,7,No,No,No,No,No,No,No,62,2522,No,No,Yes,No,No,No,No,No,Yes,No,? 8.00
"? 70,356.00",No,No,20,"? 1,349.00",? 16.00,? 249.00,? 43.00,? 16.00,? 33.00,2,10,6,9,6,No,No,No,No,No,No,No,75,2760,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,673.00"
"? 23,228.00",Yes,No,91,? 53.00,? 3.00,? 49.00,? 7.00,? 4.00,? 5.00,4,3,0,4,8,No,No,No,No,No,No,No,36,2334,No,Yes,No,No,No,No,No,Yes,No,No,? 116.00
"? 74,165.00",No,No,9,"? 1,001.00",? 12.00,? 240.00,? 16.00,? 12.00,? 12.00,1,5,4,10,2,No,No,No,No,No,No,No,45,2583,Yes,No,No,No,No,No,No,No,No,Yes,"? 1,281.00"
"? 43,482.00",Yes,Yes,83,? 18.00,? 1.00,? 32.00,? 6.00,? 3.00,? 28.00,3,2,0,4,6,No,No,No,No,No,No,No,54,2387,No,No,No,Yes,No,No,No,Yes,No,No,? 60.00
"? 62,551.00",No,No,27,? 125.00,? 16.00,? 98.00,? 134.00,? 21.00,? 27.00,1,6,7,4,3,Yes,No,No,No,No,No,No,67,2382,Yes,No,No,No,No,No,No,Yes,No,No,? 394.00
"? 52,332.00",No,No,63,? 212.00,? 5.00,? 33.00,? 7.00,? 0.00,? 2.00,1,3,2,6,4,No,Yes,No,No,No,No,No,61,2464,Yes,No,No,No,No,No,No,Yes,No,No,? 257.00
"? 66,951.00",No,No,46,? 277.00,? 162.00,? 305.00,? 173.00,? 76.00,? 124.00,1,3,4,7,1,No,No,No,No,No,No,No,32,2398,No,No,Yes,No,No,No,No,Yes,No,No,? 993.00
"? 26,091.00",Yes,Yes,84,? 15.00,? 10.00,? 19.00,? 8.00,? 17.00,? 20.00,3,2,1,3,5,No,No,No,No,No,No,No,63,2283,No,No,No,Yes,No,No,No,Yes,No,No,? 69.00
"? 33,456.00",Yes,Yes,58,? 7.00,? 3.00,? 10.00,? 8.00,? 1.00,? 7.00,2,1,0,3,7,No,No,No,No,No,No,No,55,2228,No,No,No,Yes,No,No,No,Yes,No,No,? 29.00
"? 28,718.00",Yes,No,78,? 12.00,? 4.00,? 6.00,? 11.00,? 8.00,? 16.00,2,2,0,3,8,No,No,No,No,No,No,No,38,2510,No,Yes,No,No,No,No,No,Yes,No,No,? 41.00
"? 50,447.00",Yes,No,4,? 85.00,? 7.00,? 24.00,? 2.00,? 3.00,? 27.00,1,3,1,3,6,No,No,No,No,No,No,No,50,2228,No,Yes,No,No,No,No,No,Yes,No,No,? 121.00
"? 53,537.00",Yes,Yes,17,? 81.00,? 0.00,? 6.00,? 0.00,? 0.00,? 6.00,2,2,1,3,5,No,No,No,No,No,No,No,61,2309,No,No,No,Yes,No,No,No,No,No,Yes,? 87.00
"? 52,074.00",No,Yes,77,? 59.00,? 0.00,? 12.00,? 0.00,? 0.00,? 48.00,1,2,2,2,4,Yes,No,No,No,No,No,No,53,2245,No,No,Yes,No,No,No,No,Yes,No,No,? 71.00
"? 80,427.00",No,Yes,56,"? 1,149.00",? 71.00,? 449.00,? 69.00,? 71.00,? 26.00,1,11,8,8,5,No,No,No,No,No,No,No,45,2814,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,809.00"
"? 83,837.00",No,No,79,? 847.00,? 66.00,? 119.00,? 86.00,? 89.00,? 111.00,1,9,10,5,4,No,Yes,No,Yes,No,No,Yes,72,2719,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,207.00"
"? 38,853.00",Yes,Yes,90,? 29.00,? 0.00,? 14.00,? 0.00,? 0.00,? 2.00,2,2,0,3,7,No,No,No,No,No,No,No,50,2196,No,Yes,No,No,No,No,No,No,No,Yes,? 43.00
"? 38,285.00",Yes,Yes,96,? 2.00,? 0.00,? 5.00,? 2.00,? 0.00,? 1.00,1,0,0,3,2,No,No,No,No,No,No,No,61,2164,No,No,No,Yes,No,No,No,Yes,No,No,? 9.00
"? 78,497.00",No,No,44,? 207.00,? 26.00,? 447.00,? 75.00,? 0.00,? 223.00,1,5,7,12,2,No,No,No,Yes,No,No,No,69,2369,No,Yes,No,No,No,Yes,No,No,No,No,? 755.00
"? 51,650.00",No,Yes,81,? 152.00,? 3.00,? 22.00,? 2.00,? 5.00,? 7.00,1,4,1,4,5,No,No,No,No,No,No,No,44,2208,No,Yes,No,No,No,No,No,No,No,Yes,? 184.00
"? 16,248.00",Yes,No,77,? 12.00,? 11.00,? 10.00,? 3.00,? 12.00,? 9.00,3,2,1,3,6,No,No,No,No,No,No,No,32,2209,No,Yes,No,No,No,Yes,No,No,No,No,? 48.00
"? 66,835.00",No,No,21,? 620.00,? 26.00,? 195.00,? 34.00,? 17.00,? 141.00,1,6,4,13,2,No,No,No,No,No,No,No,74,2433,No,Yes,No,No,No,No,No,No,Yes,No,? 892.00
"? 30,477.00",Yes,No,16,? 47.00,? 1.00,? 6.00,? 0.00,? 0.00,? 12.00,1,1,1,3,6,No,No,No,No,No,No,No,36,2317,No,Yes,No,No,No,No,No,No,Yes,No,? 54.00
"? 28,249.00",No,No,80,? 1.00,? 9.00,? 7.00,? 2.00,? 14.00,? 10.00,1,2,0,3,6,No,No,No,No,No,No,No,59,2173,No,Yes,No,No,No,No,Yes,No,No,No,? 33.00
"? 25,271.00",Yes,No,45,? 10.00,? 1.00,? 18.00,? 10.00,? 4.00,? 7.00,1,1,1,2,9,No,No,No,No,No,No,No,37,2730,No,Yes,No,No,No,No,No,Yes,No,No,? 43.00
"? 32,303.00",No,Yes,63,? 35.00,? 0.00,? 2.00,? 0.00,? 0.00,? 2.00,2,1,0,4,5,No,No,No,No,No,No,No,50,2272,No,No,Yes,No,No,No,No,No,No,Yes,? 37.00
"? 61,286.00",No,Yes,34,? 356.00,? 0.00,? 107.00,? 19.00,? 9.00,? 117.00,2,7,1,8,5,No,No,No,No,No,No,No,54,2490,No,Yes,No,No,No,No,No,Yes,No,No,? 491.00
"? 74,068.00",No,No,14,? 783.00,? 30.00,? 537.00,? 140.00,? 76.00,? 15.00,1,4,10,9,2,No,No,No,No,No,No,No,44,2626,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,566.00"
"? 45,759.00",Yes,Yes,13,? 42.00,? 1.00,? 18.00,? 3.00,? 0.00,? 4.00,2,2,0,3,7,No,No,No,No,No,No,No,56,2650,No,Yes,No,No,No,No,No,No,No,Yes,? 64.00
"? 24,882.00",Yes,No,52,? 1.00,? 4.00,? 10.00,? 29.00,? 0.00,? 36.00,1,1,1,2,6,Yes,No,No,No,No,No,No,42,2817,No,No,No,Yes,No,No,Yes,No,No,No,? 44.00
"? 66,973.00",No,No,98,? 466.00,? 22.00,? 432.00,? 147.00,? 113.00,? 102.00,1,8,7,12,3,No,No,No,No,No,No,No,31,2567,No,No,No,Yes,No,No,No,No,No,Yes,"? 1,180.00"
"? 38,872.00",Yes,No,93,? 23.00,? 3.00,? 21.00,? 3.00,? 19.00,? 22.00,2,3,0,3,8,No,No,No,No,No,No,No,32,2554,No,Yes,No,No,No,No,No,Yes,No,No,? 69.00
"? 51,148.00",Yes,Yes,38,? 235.00,? 6.00,? 45.00,? 8.00,? 9.00,? 12.00,4,5,1,6,6,No,No,No,No,No,No,No,47,2655,No,Yes,No,No,No,No,No,Yes,No,No,? 303.00
"? 31,353.00",Yes,Yes,24,? 10.00,? 0.00,? 10.00,? 3.00,? 1.00,? 7.00,2,1,1,2,8,No,No,No,No,No,No,No,43,2341,No,Yes,No,No,No,No,No,Yes,No,No,? 24.00
"? 69,661.00",No,No,80,? 656.00,? 16.00,? 106.00,? 32.00,? 16.00,? 8.00,1,7,3,12,3,No,No,No,No,No,No,No,40,2206,No,Yes,No,No,No,No,No,No,Yes,No,? 826.00
"? 80,067.00",No,No,82,? 519.00,? 17.00,? 813.00,? 27.00,? 173.00,? 51.00,1,4,6,6,2,No,No,Yes,No,No,No,No,66,2442,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,549.00"
"? 86,718.00",No,No,20,? 344.00,? 189.00,? 482.00,? 50.00,? 33.00,? 172.00,1,5,6,5,2,No,No,No,No,No,No,No,66,2687,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,098.00"
"? 46,854.00",Yes,Yes,81,? 96.00,? 1.00,? 79.00,? 7.00,? 1.00,? 79.00,6,5,1,3,8,Yes,No,No,No,No,No,Yes,47,2249,No,No,Yes,No,No,No,No,No,No,Yes,? 184.00
"? 69,142.00",No,Yes,50,? 448.00,? 4.00,? 34.00,? 6.00,? 4.00,? 39.00,3,8,1,7,5,No,Yes,No,No,No,No,No,68,2159,Yes,No,No,No,No,No,No,Yes,No,No,? 496.00
"? 75,922.00",No,No,60,? 265.00,? 138.00,? 553.00,? 224.00,? 23.00,? 92.00,1,4,4,9,1,No,No,No,No,No,No,No,52,2361,No,No,Yes,No,No,No,No,Yes,No,No,"? 1,203.00"
"? 63,693.00",No,Yes,63,? 587.00,? 43.00,? 337.00,? 42.00,? 87.00,? 54.00,3,11,6,9,6,No,No,No,No,No,No,No,42,2417,Yes,No,No,No,No,No,No,Yes,No,No,"? 1,096.00"
"? 1,02,160.00",No,No,54,? 763.00,? 29.00,? 138.00,? 76.00,? 176.00,? 58.00,0,7,9,10,4,No,Yes,Yes,Yes,No,No,Yes,43,2763,No,No,No,Yes,No,No,No,No,No,Yes,"? 1,182.00"
"? 40,637.00",Yes,Yes,72,? 22.00,? 0.00,? 13.00,? 0.00,? 0.00,? 3.00,2,1,0,3,7,No,No,No,No,No,No,No,55,2506,No,No,Yes,No,No,No,No,No,No,Yes,? 35.00
"? 18,890.00",No,No,5,? 6.00,? 4.00,? 1.00,? 7.00,? 2.00,? 15.00,1,0,1,2,6,Yes,No,No,No,No,No,Yes,36,2755,No,No,Yes,No,No,No,No,No,Yes,No,? 20.00
"? 29,604.00",Yes,No,88,? 7.00,? 6.00,? 13.00,? 7.00,? 6.00,? 14.00,1,1,0,3,9,Yes,No,No,No,No,No,No,32,2362,No,No,No,Yes,No,No,No,Yes,No,No,? 39.00
"? 48,721.00",Yes,Yes,50,? 81.00,? 18.00,? 113.00,? 47.00,? 13.00,? 21.00,6,4,2,5,6,No,No,No,No,No,No,No,57,2571,Yes,No,No,No,No,No,No,No,Yes,No,? 272.00
"? 44,794.00",No,Yes,99,? 54.00,? 0.00,? 7.00,? 0.00,? 0.00,? 4.00,1,2,0,3,6,No,No,No,No,No,No,No,54,2180,No,Yes,No,No,No,No,No,Yes,No,No,? 61.00
"? 64,497.00",No,Yes,17,"? 1,170.00",? 48.00,? 320.00,? 42.00,? 32.00,? 192.00,5,11,4,9,8,Yes,No,No,No,No,No,Yes,66,2816,Yes,No,No,No,No,No,No,Yes,No,No,"? 1,612.00"
"? 46,097.00",No,Yes,11,? 72.00,? 24.00,? 68.00,? 65.00,? 4.00,? 8.00,5,3,1,6,4,No,No,No,No,No,No,No,64,2614,No,No,No,Yes,No,No,No,Yes,No,No,? 233.00
"? 77,972.00",No,No,18,? 613.00,? 22.00,? 319.00,? 33.00,? 102.00,? 12.00,1,4,6,9,1,No,No,No,No,No,No,No,66,2262,No,No,No,Yes,No,No,No,Yes,No,No,"? 1,089.00"
"? 44,377.00",Yes,Yes,70,? 224.00,? 0.00,? 30.00,? 0.00,? 0.00,? 10.00,8,5,1,5,8,No,No,No,No,No,No,No,52,2791,No,Yes,No,No,No,No,No,No,No,Yes,? 254.00
"? 46,014.00",Yes,Yes,21,? 410.00,? 0.00,? 59.00,? 19.00,? 9.00,? 44.00,10,7,1,8,7,No,No,No,No,No,No,No,46,2683,No,No,No,Yes,No,No,No,No,Yes,No,? 497.00
"? 70,951.00",No,No,66,? 239.00,? 10.00,? 554.00,? 254.00,? 87.00,? 54.00,1,3,4,9,1,No,No,No,No,No,No,No,35,2580,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,144.00"
"? 41,443.00",Yes,No,79,? 171.00,? 7.00,? 171.00,? 25.00,? 19.00,? 89.00,6,8,1,5,8,No,No,No,No,No,No,No,43,2248,No,Yes,No,No,No,No,No,Yes,No,No,? 393.00
"? 52,195.00",Yes,Yes,2,? 12.00,? 0.00,? 4.00,? 0.00,? 0.00,? 1.00,1,1,0,2,8,No,No,No,No,No,No,No,42,2207,No,No,Yes,No,No,Yes,No,No,No,No,? 16.00
"? 83,790.00",No,No,81,"? 1,076.00",? 16.00,? 417.00,? 42.00,? 48.00,? 16.00,1,8,10,6,3,No,Yes,Yes,No,No,No,No,72,2385,No,Yes,No,No,No,No,No,No,Yes,No,"? 1,599.00"
"? 44,551.00",No,Yes,24,? 182.00,? 4.00,? 33.00,? 0.00,? 0.00,? 66.00,2,4,1,5,7,No,No,No,No,No,No,No,66,2461,No,No,No,No,Yes,No,No,No,Yes,No,? 219.00
"? 69,508.00",Yes,No,48,? 824.00,? 32.00,? 162.00,? 42.00,? 32.00,? 43.00,2,11,4,11,6,No,No,No,No,No,No,No,40,2751,No,No,No,Yes,No,No,No,Yes,No,No,"? 1,092.00"
"? 45,204.00",Yes,No,93,? 30.00,? 11.00,? 25.00,? 29.00,? 1.00,? 18.00,1,1,1,4,3,No,No,No,No,No,No,No,32,2238,No,No,No,Yes,No,Yes,No,No,No,No,? 96.00
"? 72,460.00",No,No,56,? 377.00,? 10.00,? 540.00,? 80.00,? 30.00,? 10.00,1,3,5,7,1,No,No,No,No,No,No,No,51,2386,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,037.00"
"? 77,622.00",No,Yes,3,? 520.00,? 7.00,? 154.00,? 19.00,? 0.00,? 14.00,2,6,3,11,3,No,No,No,No,No,No,No,50,2235,No,No,No,Yes,No,No,No,No,No,Yes,? 700.00
"? 30,732.00",Yes,No,44,? 155.00,? 1.00,? 25.00,? 0.00,? 1.00,? 3.00,4,4,1,4,8,No,No,No,No,No,No,No,40,2699,No,Yes,No,No,No,No,No,No,No,Yes,? 182.00
"? 63,887.00",No,Yes,38,? 897.00,? 23.00,? 207.00,? 15.00,? 11.00,? 92.00,5,9,6,12,6,No,No,No,No,No,No,No,58,2818,Yes,No,No,No,No,No,No,Yes,No,No,"? 1,153.00"
"? 42,011.00",Yes,No,46,? 131.00,? 0.00,? 16.00,? 2.00,? 1.00,? 39.00,4,3,1,4,8,No,No,No,No,No,No,No,42,2619,No,No,No,Yes,No,No,No,Yes,No,No,? 150.00
"? 51,369.00",No,Yes,84,? 297.00,? 7.00,? 79.00,? 0.00,? 11.00,? 182.00,2,8,2,4,8,No,No,No,No,No,No,No,44,2771,No,No,No,Yes,No,No,No,Yes,No,No,? 394.00
"? 51,537.00",No,Yes,27,? 787.00,? 20.00,? 204.00,? 0.00,? 0.00,? 92.00,3,2,2,11,8,No,No,No,No,No,No,No,68,2726,Yes,No,No,No,No,No,No,Yes,No,No,"? 1,011.00"
"? 79,930.00",No,No,72,? 792.00,? 86.00,? 740.00,? 67.00,? 51.00,? 17.00,1,3,5,8,2,No,No,No,No,No,No,No,48,2849,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,736.00"
"? 34,320.00",Yes,No,66,? 4.00,? 1.00,? 9.00,? 3.00,? 0.00,? 0.00,1,1,0,2,8,No,No,No,No,No,No,No,34,2292,No,No,No,Yes,No,No,No,No,No,Yes,? 17.00
"? 37,070.00",Yes,Yes,30,? 231.00,? 7.00,? 137.00,? 4.00,? 15.00,? 39.00,9,5,1,8,7,No,No,No,No,No,No,Yes,54,2625,No,No,Yes,No,No,No,No,Yes,No,No,? 394.00
"? 81,975.00",No,Yes,2,? 983.00,? 76.00,? 184.00,? 180.00,? 138.00,? 27.00,1,6,3,4,7,No,No,Yes,No,No,No,No,58,2699,Yes,No,No,No,No,Yes,No,No,No,No,"? 1,561.00"
"? 38,590.00",Yes,No,65,? 3.00,? 1.00,? 8.00,? 4.00,? 3.00,? 3.00,1,1,0,2,8,No,No,No,No,No,No,No,49,2569,No,No,No,Yes,No,No,No,Yes,No,No,? 19.00
"? 15,033.00",No,No,37,? 0.00,? 4.00,? 5.00,? 6.00,? 0.00,? 4.00,1,1,0,3,3,No,No,No,No,No,No,No,69,2233,No,No,Yes,No,No,No,No,Yes,No,No,? 15.00
"? 62,745.00",No,Yes,89,? 562.00,? 21.00,? 464.00,? 28.00,? 10.00,? 32.00,3,7,8,11,5,No,No,No,No,No,No,No,55,2622,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,085.00"
"? 22,212.00",Yes,No,49,? 5.00,? 9.00,? 20.00,? 6.00,? 8.00,? 21.00,2,2,0,4,6,No,No,No,No,No,No,No,45,2361,No,Yes,No,No,No,Yes,No,No,No,No,? 48.00
"? 23,661.00",Yes,No,46,? 18.00,? 0.00,? 4.00,? 0.00,? 0.00,? 1.00,1,1,0,3,7,No,No,No,No,No,No,No,38,2366,No,No,No,Yes,No,No,No,No,Yes,No,? 22.00
"? 79,761.00",No,Yes,32,? 415.00,? 5.00,? 124.00,? 15.00,? 35.00,? 11.00,1,5,2,11,3,No,No,No,No,No,No,No,62,2427,No,No,Yes,No,No,No,No,No,No,Yes,? 594.00
"? 7,500.00",Yes,No,54,? 5.00,? 3.00,? 10.00,? 12.00,? 7.00,? 20.00,4,3,1,3,7,No,No,No,No,No,No,No,47,2344,No,No,Yes,No,No,No,No,Yes,No,No,? 37.00
"? 73,455.00",No,No,98,? 901.00,? 61.00,? 757.00,? 186.00,? 163.00,? 20.00,1,6,5,10,3,No,Yes,No,No,No,No,No,52,2403,No,No,No,No,Yes,No,No,Yes,No,No,"? 2,068.00"
"? 64,961.00",No,Yes,97,? 382.00,? 114.00,? 276.00,? 75.00,? 124.00,? 38.00,2,6,4,4,3,No,No,No,No,No,No,No,62,2712,No,No,No,Yes,No,No,No,Yes,No,No,? 971.00
"? 22,804.00",Yes,No,75,? 14.00,? 1.00,? 7.00,? 2.00,? 1.00,? 1.00,1,2,0,2,9,No,No,No,No,No,No,No,49,2492,No,No,Yes,No,No,No,No,Yes,No,No,? 25.00
"? 73,687.00",No,No,8,? 559.00,? 153.00,? 503.00,? 218.00,? 13.00,? 181.00,1,3,9,9,2,No,No,No,Yes,No,No,Yes,30,2372,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,446.00"
"? 61,074.00",No,Yes,37,? 789.00,? 0.00,? 133.00,? 0.00,? 28.00,? 152.00,7,11,5,8,7,No,No,No,No,No,No,No,62,2840,No,Yes,No,No,No,No,No,Yes,No,No,? 950.00
"? 31,686.00",Yes,Yes,31,? 11.00,? 0.00,? 5.00,? 0.00,? 0.00,? 1.00,2,1,0,3,6,No,No,No,No,No,No,No,56,2183,No,Yes,No,No,No,No,No,No,No,Yes,? 16.00
"? 80,134.00",Yes,No,40,"? 1,218.00",? 16.00,? 272.00,? 104.00,? 0.00,? 80.00,2,5,3,6,6,No,Yes,Yes,Yes,No,No,Yes,48,2564,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,610.00"
"? 75,027.00",No,Yes,74,? 925.00,? 64.00,? 179.00,? 133.00,? 12.00,? 77.00,2,9,4,6,5,No,No,No,No,No,No,No,67,2695,No,Yes,No,No,No,No,No,Yes,No,No,"? 1,313.00"
"? 67,546.00",No,No,90,? 864.00,? 134.00,? 768.00,? 150.00,? 38.00,? 172.00,1,4,10,5,3,No,No,No,No,No,No,No,32,2826,No,Yes,No,No,No,No,No,No,No,Yes,"? 1,954.00"
"? 65,176.00",No,Yes,57,? 960.00,? 28.00,? 183.00,? 220.00,? 70.00,? 70.00,4,9,6,6,6,No,No,No,No,No,No,No,51,2767,No,No,No,Yes,No,No,No,No,Yes,No,"? 1,461.00"
"? 31,160.00",Yes,No,59,? 16.00,? 3.00,? 25.00,? 6.00,? 1.00,? 13.00,2,2,0,3,8,No,No,No,No,No,No,No,45,2445,No,No,Yes,No,No,No,No,No,Yes,No,? 51.00
"? 29,938.00",Yes,No,52,? 3.00,? 3.00,? 7.00,? 0.00,? 2.00,? 11.00,2,1,0,3,6,No,No,No,No,No,No,No,35,2404,No,No,Yes,No,No,No,No,Yes,No,No,? 15.00
